timestamp,rpm,temperature,pressure,vibration,load,fuel_flow,altitude,ambient_temperature,state,fault
2026-08-23T18:31:10.132448,4744.6,78.37,4.22,2.16,69.8,12.63,1510.3,22.25,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:11.132448,4801.0,77.53,4.22,2.2,62.3,12.76,1505.2,22.64,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:12.132448,4796.9,79.52,4.0,2.52,69.7,12.81,1506.9,22.61,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:13.132448,4731.7,79.96,4.13,2.0,66.4,12.69,1525.6,22.47,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:14.132448,4701.1,76.8,4.12,2.16,62.5,12.15,1497.1,21.42,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:15.132448,4736.3,80.23,4.15,2.06,61.9,12.53,1526.0,21.75,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:16.132448,4832.0,78.3,4.11,2.36,63.0,12.61,1479.7,22.33,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:17.132448,4807.9,78.5,4.14,2.14,58.8,13.42,1509.4,22.41,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:18.132448,4775.9,79.53,4.31,1.87,64.4,12.47,1496.9,22.35,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:19.132448,4730.3,77.77,4.03,2.33,68.2,12.84,1524.0,21.74,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:20.132448,4797.7,80.22,4.1,2.09,68.0,12.4,1495.6,21.51,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:21.132448,4826.7,79.38,4.07,2.2,64.7,12.63,1474.4,21.42,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:22.132448,4775.8,80.78,4.03,2.28,63.6,11.93,1495.3,21.46,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:23.132448,4789.2,79.27,4.11,1.97,65.8,12.03,1503.3,22.69,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:24.132448,4704.6,80.58,4.22,2.23,68.7,12.64,1492.6,20.99,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:25.132448,4708.8,77.81,4.29,2.33,64.9,12.21,1525.8,21.42,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:26.132448,4810.2,80.94,4.11,2.15,65.3,12.22,1509.7,22.84,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:27.132448,4785.3,80.94,4.04,2.36,62.3,12.49,1510.9,23.25,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:28.132448,4751.2,79.76,3.95,2.34,62.7,12.21,1477.6,22.07,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:29.132448,4731.2,80.57,4.08,2.31,69.8,12.87,1511.5,22.74,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:30.132448,4754.7,78.61,4.03,2.0,66.5,12.51,1507.7,22.42,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:31.132448,4712.2,80.06,4.19,2.34,68.3,12.58,1485.7,21.88,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:32.132448,4667.9,80.73,4.05,2.6,61.8,12.68,1505.2,21.9,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:33.132448,4757.7,79.01,4.0,2.05,63.8,12.4,1503.6,21.81,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:34.132448,4714.5,79.07,3.93,2.27,66.7,12.24,1496.1,22.34,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:35.132448,4712.0,80.23,4.05,2.85,69.7,13.01,1489.6,22.33,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:36.132448,4732.1,80.48,4.03,2.39,63.2,12.74,1526.7,21.31,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:37.132448,4684.2,80.69,4.14,2.29,67.3,12.79,1508.4,22.7,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:38.132448,4710.1,80.92,4.09,2.23,67.1,12.26,1477.4,22.55,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:39.132448,4690.2,82.22,4.15,2.27,62.8,11.98,1498.8,21.17,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:40.132448,4797.8,78.14,4.07,1.83,64.5,13.07,1493.1,21.58,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:41.132448,4713.2,80.7,4.14,2.34,59.3,12.76,1514.8,23.17,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:42.132448,4738.3,80.48,4.02,2.55,71.0,12.36,1501.2,21.47,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:43.132448,4702.0,80.09,4.1,2.23,64.7,13.09,1507.7,22.35,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:44.132448,4745.2,80.12,4.09,2.52,65.6,12.99,1500.0,22.46,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:45.132448,4728.7,81.29,4.0,2.3,62.0,13.05,1507.7,22.11,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:46.132448,4751.9,79.41,4.06,2.32,59.9,12.6,1486.5,22.73,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:47.132448,4694.8,79.71,4.13,2.43,61.5,12.75,1488.3,22.87,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:48.132448,4680.8,79.6,3.82,2.3,71.4,12.65,1485.2,22.15,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:49.132448,4711.1,80.5,4.25,2.86,70.5,13.2,1485.8,21.0,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:50.132448,4752.2,81.08,4.05,2.43,67.8,12.87,1503.9,22.25,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:51.132448,4712.3,80.18,4.16,2.41,71.8,12.9,1500.9,22.57,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:52.132448,4699.2,80.44,4.01,2.47,67.8,13.34,1508.0,21.45,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:53.132448,4684.5,78.49,4.1,2.66,66.7,12.81,1508.0,22.22,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:54.132448,4743.5,81.03,3.95,2.68,69.8,12.2,1496.4,21.42,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:55.132448,4736.7,80.44,4.15,2.72,64.3,12.56,1491.0,22.29,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:56.132448,4676.5,81.37,3.91,2.71,67.2,12.36,1487.9,22.07,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:57.132448,4724.9,77.36,4.04,2.81,64.3,12.3,1518.7,22.12,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:58.132448,4720.2,81.67,3.92,2.37,62.2,12.37,1495.0,21.46,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:31:59.132448,4776.9,81.57,4.09,2.18,65.1,12.67,1502.4,22.23,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:00.132448,4677.0,79.87,4.1,2.99,72.1,12.64,1487.9,22.09,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:01.132448,4727.9,83.2,4.0,2.38,68.9,12.5,1486.7,22.27,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:02.132448,4699.5,79.78,3.99,2.45,65.1,12.5,1508.8,21.81,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:03.132448,4681.6,82.41,3.94,2.7,67.6,12.64,1503.2,21.24,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:04.132448,4715.0,79.89,3.94,2.6,63.5,12.78,1506.2,22.53,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:05.132448,4720.0,82.46,3.95,2.48,67.8,13.1,1506.8,21.73,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:06.132448,4659.0,80.07,4.1,2.37,65.1,12.93,1506.6,21.64,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:07.132448,4782.2,81.47,4.03,2.74,64.9,12.96,1497.8,21.55,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:08.132448,4661.6,81.78,4.01,2.55,64.4,12.67,1512.0,22.55,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:09.132448,4688.8,81.67,3.85,2.35,63.7,12.47,1510.5,20.94,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:10.132448,4717.6,82.22,4.17,2.49,67.2,13.2,1514.1,21.52,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:11.132448,4682.4,80.04,4.0,2.74,70.0,12.93,1513.5,22.53,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:12.132448,4662.4,82.29,4.07,2.57,63.0,12.81,1502.3,22.35,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:13.132448,4622.2,81.07,4.15,2.88,65.4,12.68,1495.9,21.51,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:14.132448,4674.8,81.51,3.89,2.61,66.7,12.38,1493.2,21.22,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:15.132448,4693.6,81.86,3.94,2.64,67.6,12.98,1479.8,21.84,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:16.132448,4632.8,79.36,4.06,2.79,69.7,13.0,1492.4,22.11,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:17.132448,4667.8,83.32,3.79,2.72,64.2,12.99,1518.1,21.68,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:18.132448,4743.2,83.03,3.85,3.02,62.4,12.37,1514.2,21.64,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:19.132448,4696.1,81.7,3.89,2.98,70.4,12.81,1523.8,22.0,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:20.132448,4696.4,81.43,3.87,2.6,63.1,12.91,1502.3,21.71,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:21.132448,4736.3,82.29,4.12,2.59,64.8,12.57,1503.5,21.92,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:22.132448,4685.1,83.99,4.03,2.55,67.2,12.71,1495.4,21.89,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:23.132448,4685.1,82.69,4.05,2.69,63.5,12.79,1497.1,21.87,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:24.132448,4632.5,81.8,3.82,2.95,68.2,13.02,1486.0,22.12,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:25.132448,4731.4,81.74,3.87,2.68,59.2,13.08,1506.6,21.31,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:26.132448,4706.9,83.41,4.01,2.84,70.6,12.87,1521.2,21.9,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:27.132448,4650.1,81.69,3.87,2.79,63.9,12.92,1504.8,22.82,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:28.132448,4747.3,81.46,3.94,2.69,64.2,13.35,1518.6,21.89,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:29.132448,4619.9,81.39,3.95,3.04,62.2,13.25,1478.5,22.18,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:30.132448,4627.6,81.69,3.76,2.86,66.1,12.5,1468.0,21.96,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:31.132448,4671.7,80.49,3.98,2.72,62.6,12.58,1463.0,22.36,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:32.132448,4710.6,82.04,3.84,2.52,65.1,12.55,1504.1,21.56,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:33.132448,4706.1,83.73,3.89,2.59,57.2,12.83,1505.5,21.52,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:34.132448,4713.4,81.54,3.84,2.93,67.4,12.2,1489.3,21.35,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:35.132448,4658.7,82.6,3.9,2.8,68.8,12.73,1480.7,21.5,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:36.132448,4699.6,84.49,3.92,2.85,63.6,12.65,1514.2,21.74,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:37.132448,4672.0,82.61,4.02,2.83,65.9,12.74,1491.8,22.5,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:38.132448,4749.4,80.61,4.01,2.59,64.2,12.74,1493.1,21.8,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:39.132448,4638.5,84.69,3.81,2.66,63.8,12.89,1480.4,21.98,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:40.132448,4666.0,84.92,3.97,2.79,66.4,13.39,1498.1,21.65,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:41.132448,4635.5,82.18,3.99,2.61,64.4,12.84,1485.9,22.32,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:42.132448,4643.3,83.26,3.96,3.11,71.3,12.59,1480.1,21.41,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:43.132448,4676.7,83.33,3.92,2.82,70.7,13.12,1503.1,22.3,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:44.132448,4596.9,84.16,4.08,2.86,64.9,13.22,1492.5,22.04,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:45.132448,4680.0,82.61,3.97,2.45,58.9,13.08,1507.8,22.11,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:46.132448,4639.1,82.89,3.94,2.62,67.0,12.63,1531.1,22.18,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:47.132448,4664.3,84.08,3.98,3.04,64.3,12.91,1513.2,22.11,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:48.132448,4657.2,82.24,3.92,3.14,62.6,12.46,1482.1,21.23,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:49.132448,4701.8,85.21,3.94,2.89,70.4,13.19,1466.2,21.97,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:50.132448,4747.4,82.53,3.84,2.75,70.9,12.75,1506.3,22.6,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:51.132448,4656.2,83.07,3.82,2.64,69.5,12.49,1516.0,22.62,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:52.132448,4707.3,82.87,3.83,2.91,70.1,13.04,1507.2,21.94,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:53.132448,4683.2,80.81,3.8,3.21,67.7,13.09,1471.8,21.58,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:54.132448,4628.3,83.04,3.98,2.79,66.7,12.67,1496.7,22.19,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:55.132448,4660.6,84.39,3.79,3.07,67.7,12.66,1519.5,21.67,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:56.132448,4628.4,83.87,4.0,2.84,70.7,13.01,1488.7,22.36,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:57.132448,4644.4,82.43,3.87,3.17,67.4,12.82,1512.1,21.31,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:58.132448,4666.4,84.91,3.79,2.71,63.8,12.84,1488.9,21.99,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:32:59.132448,4600.0,83.7,3.92,3.03,64.7,13.15,1477.1,21.68,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:00.132448,4635.1,84.92,3.85,3.07,71.2,13.49,1525.8,21.61,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:01.132448,4647.6,84.04,3.93,3.06,66.0,12.92,1479.8,22.36,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:02.132448,4648.7,82.81,4.01,2.96,64.5,13.09,1506.7,22.33,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:03.132448,4631.3,84.44,3.88,3.21,67.4,12.68,1485.1,22.29,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:04.132448,4670.6,81.85,3.92,2.96,67.2,12.68,1483.7,21.72,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:05.132448,4600.6,83.12,3.87,2.99,72.0,12.64,1493.7,22.05,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:06.132448,4655.6,82.44,3.75,3.04,67.6,13.1,1509.7,21.25,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:07.132448,4672.0,83.55,4.02,2.92,60.1,12.9,1503.0,22.16,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:08.132448,4637.1,83.11,3.73,2.97,65.5,12.74,1501.0,21.86,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:09.132448,4548.2,82.79,3.79,2.96,71.3,12.92,1508.2,20.97,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:10.132448,4674.0,83.18,3.89,2.8,66.4,13.18,1499.7,22.11,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:11.132448,4595.3,83.01,3.87,2.99,66.9,12.74,1494.4,22.37,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:12.132448,4679.2,83.42,3.8,3.05,69.2,13.03,1516.0,21.91,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:13.132448,4585.2,81.71,3.91,3.09,64.6,13.05,1483.2,22.51,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:14.132448,4662.0,85.34,3.81,3.32,68.9,13.42,1475.2,22.46,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:15.132448,4671.7,83.68,3.92,3.08,70.8,12.88,1500.9,21.43,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:16.132448,4700.0,83.09,3.76,2.88,66.8,12.97,1506.6,22.77,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:17.132448,4656.9,82.4,3.85,3.03,68.8,13.0,1519.8,22.08,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:18.132448,4693.8,83.02,3.93,3.25,64.4,12.57,1490.6,22.19,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:19.132448,4680.5,82.46,3.81,2.83,68.9,13.01,1500.7,22.37,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:20.132448,4626.6,85.94,3.81,2.97,66.6,12.96,1519.1,21.82,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:21.132448,4592.9,83.47,3.77,2.71,67.0,13.12,1502.7,21.63,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:22.132448,4648.3,85.14,3.84,3.23,66.3,13.09,1508.1,21.41,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:23.132448,4591.4,83.5,3.85,2.6,67.5,12.97,1497.6,22.2,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:24.132448,4551.4,84.64,3.76,3.0,70.7,12.88,1515.8,21.99,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:25.132448,4596.8,83.97,3.7,3.06,67.0,13.4,1511.3,22.41,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:26.132448,4571.0,83.59,3.84,3.23,63.5,13.29,1490.8,22.14,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:27.132448,4587.6,85.36,3.88,3.34,64.0,13.03,1533.2,22.01,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:28.132448,4623.4,84.69,3.77,3.48,71.3,12.79,1507.8,22.92,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:29.132448,4622.3,84.68,3.89,3.31,63.1,12.76,1523.7,21.73,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:30.132448,4601.0,83.86,3.96,2.92,67.2,12.89,1495.9,21.41,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:31.132448,4570.1,84.42,3.82,2.8,67.0,12.75,1499.4,21.79,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:32.132448,4595.4,84.41,3.84,3.17,61.7,12.3,1478.9,22.15,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:33.132448,4532.6,83.53,3.94,3.11,66.1,13.1,1509.5,21.75,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:34.132448,4601.6,82.36,3.82,3.3,61.6,13.28,1528.2,20.74,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:35.132448,4587.9,86.46,3.85,3.05,64.9,12.9,1510.1,21.58,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:36.132448,4536.6,84.99,3.73,3.53,63.6,13.09,1496.6,21.27,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:37.132448,4573.2,82.51,3.82,3.01,63.0,12.55,1520.7,22.25,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:38.132448,4552.4,84.71,3.83,3.32,66.7,12.4,1525.1,21.93,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:39.132448,4645.8,83.43,3.84,3.48,70.1,12.65,1496.1,22.77,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:40.132448,4557.2,85.82,3.77,2.93,69.6,13.35,1509.5,22.12,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:41.132448,4628.8,82.68,3.77,3.57,68.2,13.35,1496.4,22.17,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:42.132448,4541.3,85.7,3.8,3.16,66.7,13.06,1503.0,22.38,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:43.132448,4626.7,82.55,3.79,3.47,63.3,12.98,1535.5,21.69,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:44.132448,4625.0,85.45,3.66,3.2,61.3,12.93,1513.6,22.32,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:45.132448,4595.8,84.56,3.82,3.51,69.1,13.34,1506.8,22.23,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:46.132448,4547.5,87.05,3.68,3.09,64.7,12.83,1519.9,21.9,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:47.132448,4571.3,84.96,3.76,3.54,71.3,12.92,1525.7,22.3,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:48.132448,4593.0,86.89,3.77,3.35,67.3,12.71,1481.5,21.52,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:49.132448,4544.7,84.67,3.72,3.51,66.9,13.29,1505.1,21.58,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:50.132448,4567.1,83.62,3.62,3.37,66.7,13.08,1514.5,21.32,DEGRADATION,MECHANICAL_DEGRADATION
2026-08-23T18:33:51.132448,4570.2,82.75,3.68,3.42,62.2,12.66,1495.1,22.83,DEGRADATION,MECHANICAL_DEGRADATION
