Lcl Time,AltMSL,IAS,OAT,E1 RPM,E1 MAP,E1 FFlow,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 OilP,E1 OilT,Pitch,Roll,GndSpd
00:00:12,1143.3,72.7,12.7,2696,28.85,16.56,89.9,90.0,90.2,89.7,788.5,785.9,793.6,788.9,70.5,23.7,4.3,-1.11,82.1
00:00:13,1178.0,72.4,12.4,2693,28.83,16.59,95.3,94.2,95.1,94.6,790.3,785.1,793.2,786.2,70.5,24.7,4.22,-1.41,81.9
00:00:14,1198.5,72.4,13.0,2687,28.91,16.56,99.5,98.8,99.7,99.1,789.6,782.2,792.7,787.3,70.5,24.7,3.84,-0.76,82.0
00:00:15,1208.7,72.5,12.2,2690,28.82,16.66,104.2,103.6,104.8,104.0,790.1,785.7,794.6,785.7,70.5,25.7,4.05,1.61,83.2
00:00:16,1241.1,72.3,12.2,2692,28.82,16.63,107.9,108.1,109.2,107.8,790.4,783.9,794.4,786.5,70.1,26.3,4.26,-0.56,82.4
00:00:17,1255.1,73.4,12.8,2694,28.89,16.63,112.5,112.5,112.8,112.6,788.0,785.8,794.1,787.3,69.8,26.1,3.96,-1.6,84.4
00:00:18,1273.6,73.6,12.2,2686,28.81,16.7,117.1,116.0,116.9,116.3,789.8,784.7,793.6,788.4,70.2,27.4,4.38,1.52,82.8
00:00:19,1289.2,72.8,12.7,2693,28.87,16.67,121.3,120.4,121.1,120.5,789.0,782.5,793.5,785.2,69.8,27.1,3.81,-0.97,84.6
00:00:20,1312.5,74.4,12.1,2683,28.72,16.55,124.9,123.8,125.6,124.2,790.8,785.7,794.9,785.8,70.2,28.0,4.26,0.67,84.3
00:00:21,1331.5,74.1,12.3,2685,28.84,16.65,128.5,127.8,129.5,128.8,791.7,784.1,794.9,787.0,70.1,28.8,4.35,0.45,83.6
00:00:22,1366.1,73.4,11.9,2696,28.71,16.61,132.2,131.3,133.4,132.4,791.8,783.5,794.6,787.3,70.6,28.8,4.17,-0.13,83.6
00:00:23,1370.4,74.7,12.2,2685,28.65,16.57,135.8,135.4,136.9,135.4,789.4,783.0,792.3,788.9,69.8,29.8,4.28,1.83,84.8
00:00:24,1392.1,74.6,12.6,2687,28.79,16.68,139.5,139.2,140.9,139.2,788.6,782.7,793.1,786.0,69.5,30.3,4.24,0.16,84.9
00:00:25,1425.7,74.3,12.4,2684,28.63,16.63,143.0,142.8,144.2,143.2,791.4,782.6,792.3,787.4,69.7,31.1,3.95,1.66,85.4
00:00:26,1438.0,75.4,12.3,2687,28.64,16.7,147.3,145.4,147.3,146.1,789.0,785.2,795.6,785.8,70.1,31.4,3.87,-1.35,85.5
00:00:27,1462.9,75.8,11.8,2689,28.66,16.62,149.8,149.0,150.4,149.9,788.6,782.0,795.6,788.1,70.1,31.9,3.92,-0.81,86.3
00:00:28,1477.3,75.4,11.9,2682,28.62,16.61,153.0,152.6,153.8,153.2,791.6,785.3,792.2,786.1,69.6,32.3,3.79,-0.57,85.3
00:00:29,1510.2,76.0,12.0,2682,28.7,16.66,156.9,155.2,157.0,156.2,790.4,784.9,793.2,788.1,70.3,33.2,4.07,1.7,86.8
00:00:30,1528.0,75.7,11.8,2694,28.6,16.61,160.0,158.4,160.4,158.8,791.9,784.8,793.6,787.2,70.2,32.7,3.79,-0.08,85.9
00:00:31,1545.9,75.4,12.3,2687,28.56,16.68,162.3,161.2,163.8,162.5,788.6,783.8,794.8,788.2,70.3,33.6,3.98,-0.9,86.0
00:00:32,1561.2,75.2,12.1,2691,28.5,16.54,166.1,164.8,166.0,165.6,790.9,783.7,794.0,786.0,70.2,33.7,4.32,-1.68,86.4
00:00:33,1588.1,76.6,11.5,2681,28.51,16.52,168.7,167.1,169.4,168.2,791.3,784.0,792.3,786.8,69.9,35.0,4.24,1.98,87.8
00:00:34,1610.9,76.4,11.8,2690,28.52,16.52,171.3,169.9,171.7,171.1,789.5,784.9,795.0,787.4,70.2,34.7,3.94,0.74,87.1
00:00:35,1623.3,76.0,11.9,2687,28.54,16.65,173.7,173.3,174.9,173.7,788.6,785.0,792.5,785.6,70.4,35.4,3.75,-1.85,86.5
00:00:36,1657.6,76.2,11.4,2690,28.48,16.54,176.3,175.2,177.9,175.8,791.4,783.5,792.9,786.1,70.0,36.2,4.22,-0.75,88.0
00:00:37,1677.2,77.5,11.5,2691,28.48,16.64,179.4,178.6,180.2,179.3,790.0,785.7,793.5,786.5,70.6,36.7,4.04,0.39,87.8
00:00:38,1684.3,77.3,11.4,2686,28.44,16.67,182.3,180.7,183.2,181.3,788.6,784.1,795.3,788.8,70.4,36.7,4.14,-1.59,87.7
00:00:39,1712.6,77.4,11.5,2683,28.38,16.52,184.9,183.4,184.8,183.7,791.7,783.2,794.8,786.6,69.6,37.6,4.07,-0.56,87.2
00:00:40,1739.0,78.1,11.6,2687,28.51,16.55,186.7,185.3,187.7,185.9,788.5,783.1,794.3,788.4,70.3,37.7,4.13,-0.06,89.2
00:00:41,1755.4,77.3,11.5,2679,28.38,16.63,189.5,187.6,189.8,188.1,788.6,782.9,796.2,786.4,70.2,38.0,4.27,0.92,88.4
00:00:42,1778.9,78.2,11.7,2691,28.43,16.67,191.9,190.5,192.8,190.8,791.6,782.4,795.5,787.9,70.2,38.6,4.15,0.03,88.1
00:00:43,1800.8,77.6,11.5,2692,28.38,16.55,194.0,192.3,195.1,193.1,788.4,782.7,793.0,788.9,70.1,39.0,4.24,-0.87,88.4
00:00:44,1816.4,77.5,11.6,2688,28.43,16.63,195.7,195.1,196.8,195.4,790.3,783.8,792.6,788.8,69.7,39.8,4.06,0.71,90.0
00:00:45,1838.4,77.7,11.0,2683,28.34,16.56,197.8,197.1,199.1,197.2,788.7,782.2,792.4,785.4,69.8,40.0,4.04,1.85,90.0
00:00:46,1862.1,78.3,11.2,2683,28.31,16.66,200.3,198.8,201.3,200.0,790.2,783.8,795.9,786.5,70.0,40.2,3.7,0.88,89.3
00:00:47,1877.5,78.8,11.5,2687,28.26,16.63,201.8,200.4,203.0,201.6,790.5,783.8,793.1,787.5,70.4,40.6,4.08,1.09,88.9
00:00:48,1892.3,79.0,11.2,2679,28.3,16.59,204.6,202.9,205.4,203.7,790.0,783.5,795.4,787.8,69.9,41.1,3.8,0.75,89.8
00:00:49,1923.3,79.7,11.5,2680,28.24,16.56,206.1,204.9,207.0,205.5,791.4,783.7,794.2,786.5,70.1,41.3,3.7,-0.07,90.9
00:00:50,1937.1,78.9,11.1,2689,28.27,16.63,208.3,206.5,209.2,207.8,789.4,783.9,792.6,788.7,69.6,41.6,3.71,0.16,91.2
00:00:51,1955.5,79.0,11.3,2680,28.22,16.54,209.8,208.3,210.8,209.5,792.0,783.9,793.4,785.8,70.0,42.9,4.15,0.43,90.0
00:00:52,1980.4,79.0,11.1,2687,28.16,16.59,211.5,210.3,212.4,210.9,790.1,784.3,794.7,786.0,70.4,42.7,3.72,-0.72,91.3
00:00:53,2010.3,79.4,11.3,2686,28.27,16.67,212.8,212.1,214.6,212.5,789.8,784.0,794.9,786.3,70.5,43.0,4.19,0.95,91.2
00:00:54,2017.2,79.7,10.7,2680,28.12,16.57,214.5,213.0,216.5,214.2,791.2,784.7,795.7,788.2,70.6,44.0,4.08,1.87,92.0
00:00:55,2050.3,81.1,10.7,2687,28.11,16.63,216.2,214.8,217.6,215.5,791.0,785.2,794.6,787.0,69.5,44.3,4.05,1.63,91.7
00:00:56,2058.9,81.2,11.0,2690,28.16,16.5,218.5,216.3,219.4,217.4,789.9,782.8,795.4,785.7,69.6,44.2,3.63,-0.56,92.7
00:00:57,2092.4,80.4,11.2,2686,28.17,16.58,219.5,218.1,220.4,219.0,789.2,782.7,793.9,787.3,70.4,45.3,3.76,-0.75,91.8
00:00:58,2103.7,80.4,11.0,2681,28.05,16.58,221.6,219.9,222.1,220.8,788.7,785.3,794.9,788.1,70.3,45.0,3.87,1.65,91.2
00:00:59,2120.6,81.7,11.1,2690,28.08,16.66,222.3,221.3,224.0,222.2,789.4,782.3,794.0,785.2,70.4,46.1,4.0,-1.12,93.4
00:01:00,2148.6,81.3,10.8,2678,28.06,16.68,224.0,222.7,225.7,223.0,789.4,784.8,793.8,788.3,70.4,46.4,4.07,1.72,93.5
00:01:01,2175.4,82.0,10.7,2685,28.09,16.64,225.1,224.2,226.5,225.2,789.3,785.3,794.4,786.9,69.8,46.8,3.73,-1.02,91.9
00:01:02,2195.6,81.8,10.5,2686,28.11,16.51,226.4,225.6,228.5,226.6,788.4,786.0,794.4,787.3,69.7,46.5,3.8,-0.6,94.0
00:01:03,2216.9,81.3,10.3,2687,28.0,16.69,228.0,226.4,229.6,227.2,790.9,782.6,793.9,786.0,69.5,47.4,3.85,0.06,92.4
00:01:04,2227.1,82.5,10.2,2679,28.05,16.7,229.2,227.9,230.8,228.6,791.5,783.2,794.6,787.1,70.0,48.0,3.67,0.4,92.7
00:01:05,2254.0,81.7,10.4,2680,28.0,16.61,230.7,229.3,231.7,230.0,789.9,784.4,795.3,787.5,70.4,47.5,3.76,0.65,93.4
00:01:06,2275.9,81.9,10.1,2681,27.99,16.64,232.2,230.4,233.5,230.7,791.2,785.6,795.4,786.2,70.5,48.0,3.7,-0.69,94.2
00:01:07,2301.6,82.5,10.2,2685,28.04,16.64,233.1,231.3,234.4,232.2,789.3,783.5,795.8,786.8,70.2,48.8,3.94,1.37,95.0
00:01:08,2324.8,82.8,10.5,2682,27.89,16.52,234.2,232.4,235.9,233.5,788.8,782.1,795.9,785.4,69.9,48.8,4.01,1.23,93.5
00:01:09,2335.1,83.3,10.1,2680,27.9,16.55,235.3,233.5,236.7,234.9,790.8,782.3,795.9,788.3,69.8,48.9,3.82,0.08,94.5
00:01:10,2366.4,83.6,10.3,2685,27.83,16.49,236.0,234.4,237.8,235.4,790.2,782.2,793.9,785.9,70.5,49.3,3.77,0.05,94.6
00:01:11,2380.0,84.1,9.9,2682,27.92,16.51,237.1,235.5,238.2,236.6,791.3,784.5,792.4,785.1,69.6,50.0,3.76,0.74,95.9
00:01:12,2395.9,83.8,10.3,2679,27.91,16.6,238.9,236.7,239.9,238.0,789.8,781.8,793.4,785.2,70.5,50.1,3.78,-1.34,96.1
00:01:13,2417.1,84.2,10.0,2676,27.89,16.49,238.9,238.1,241.0,238.8,791.1,783.3,794.5,784.9,70.2,50.9,3.67,-1.27,95.0
00:01:14,2437.6,84.3,10.2,2678,27.81,16.49,240.3,239.0,242.0,239.1,790.8,781.7,794.3,787.9,69.9,51.4,3.64,-1.5,95.4
00:01:15,2458.2,84.8,10.1,2683,27.86,16.63,240.9,239.9,242.3,240.2,789.0,783.5,794.1,787.1,70.1,51.2,3.63,-0.23,96.3
00:01:16,2492.2,84.2,10.1,2679,27.75,16.61,242.4,240.9,243.7,241.8,789.8,784.2,793.0,787.3,70.4,51.3,3.9,1.33,96.9
00:01:17,2506.5,84.3,10.4,2673,27.71,16.48,243.3,241.1,244.6,241.8,787.1,783.5,792.5,785.3,69.5,52.1,3.58,-1.09,95.9
00:01:18,2526.2,84.9,10.3,2673,27.78,16.49,243.8,242.5,245.4,242.5,788.8,781.5,794.5,787.2,69.8,52.2,3.85,0.95,96.1
00:01:19,2537.8,85.3,10.3,2679,27.71,16.54,244.6,242.7,245.8,243.9,789.9,784.3,794.4,785.5,69.5,53.0,3.98,-1.11,97.6
00:01:20,2565.2,85.0,10.0,2682,27.68,16.49,245.7,243.3,246.9,244.6,786.8,783.0,792.2,784.5,69.8,53.0,4.03,0.16,97.4
00:01:21,2587.8,85.2,10.3,2674,27.72,16.42,246.4,244.0,247.3,245.1,788.9,781.6,792.2,784.4,69.7,53.7,3.79,1.49,96.5
00:01:22,2605.8,86.0,9.5,2679,27.75,16.56,246.3,245.2,248.0,245.8,786.5,783.6,791.2,786.6,69.6,53.6,3.85,-0.13,96.6
00:01:23,2634.4,85.1,9.5,2686,27.71,16.36,247.6,245.6,248.5,246.7,788.4,781.3,793.3,784.5,69.6,54.1,3.59,-0.57,97.8
00:01:24,2649.5,86.3,9.5,2679,27.65,16.43,247.6,246.6,249.4,247.5,786.7,780.3,794.1,785.7,70.5,54.4,3.51,-1.55,98.1
00:01:25,2665.9,86.3,9.9,2681,27.7,16.51,248.4,247.3,249.9,247.9,789.7,783.2,790.7,783.8,70.4,54.9,3.54,0.77,97.2
00:01:26,2688.4,85.5,9.7,2683,27.69,16.52,249.3,247.4,250.3,248.2,789.2,781.4,794.4,785.6,70.5,55.2,3.92,1.56,98.8
00:01:27,2715.4,87.1,9.6,2674,27.65,16.38,249.6,248.0,251.4,249.3,788.6,782.5,792.4,783.6,70.6,55.4,3.57,-0.34,99.0
00:01:28,2730.5,86.5,10.0,2685,27.65,16.31,250.7,248.6,252.0,249.8,787.0,781.7,792.3,783.6,70.3,55.7,3.72,-1.46,98.3
00:01:29,2760.9,86.3,9.6,2678,27.61,16.38,251.3,249.4,252.8,250.0,788.7,782.9,792.6,784.2,70.5,55.7,3.69,0.52,99.6
00:01:30,2776.7,86.4,9.6,2682,27.57,16.29,250.9,249.7,252.9,250.5,787.9,780.4,791.6,784.9,70.0,55.5,3.96,1.29,99.9
00:01:31,2798.9,87.5,9.4,2681,27.51,16.41,252.2,249.9,253.6,250.6,788.0,781.0,791.6,784.0,69.6,56.0,3.7,-1.4,99.8
00:01:32,2815.4,88.0,9.4,2675,27.61,16.39,252.6,250.7,253.4,251.7,785.5,780.1,792.9,782.5,70.2,56.2,3.53,1.41,98.7
00:01:33,2839.3,88.0,9.1,2683,27.51,16.28,252.7,251.1,254.0,251.4,786.1,781.9,790.3,784.2,70.5,56.9,3.74,0.26,99.1
00:01:34,2866.3,87.0,9.1,2671,27.52,16.35,253.4,250.9,254.5,252.0,788.6,779.1,793.0,782.7,70.5,57.2,3.52,1.76,99.1
00:01:35,2877.0,88.0,9.6,2680,27.44,16.3,253.1,251.5,255.3,252.7,785.7,779.5,792.8,784.7,69.5,56.9,3.89,-0.28,99.8
00:01:36,2901.9,88.0,9.4,2546,26.11,14.96,253.0,251.2,255.4,252.9,768.8,763.4,774.1,764.1,70.4,57.4,3.83,-1.62,100.0
00:01:37,2912.0,88.3,9.4,2532,26.22,14.83,253.6,251.2,254.9,252.0,770.0,761.6,773.3,766.0,70.4,57.5,3.64,-0.86,99.8
00:01:38,2932.2,87.5,9.2,2533,26.08,14.93,253.5,251.5,254.6,251.7,769.7,764.2,772.9,765.8,70.4,57.7,3.83,1.73,100.4
00:01:39,2935.3,87.9,9.0,2536,26.08,14.82,252.5,250.8,254.9,251.9,770.0,762.6,771.3,766.7,69.6,57.8,3.39,0.53,99.8
00:01:40,2952.8,87.5,9.0,2535,26.09,14.83,252.8,251.2,254.0,251.8,768.1,761.0,773.8,766.6,70.0,58.5,3.88,-1.51,100.9
00:01:41,2979.2,87.7,8.9,2544,26.06,14.86,252.6,251.0,254.6,251.2,768.3,761.0,773.6,763.4,69.6,58.2,3.87,-1.44,101.2
00:01:42,2980.0,87.5,8.7,2533,26.04,14.8,252.0,250.1,254.0,251.7,769.1,763.6,770.7,765.1,69.8,58.6,3.69,1.25,99.8
00:01:43,2994.8,88.2,8.7,2537,26.03,14.78,252.4,250.2,253.7,251.5,769.5,759.8,771.6,765.8,69.7,59.5,3.8,-1.06,101.1
00:01:44,3022.1,88.2,9.0,2539,25.98,14.9,252.1,250.5,254.0,251.4,769.0,762.8,770.6,763.4,69.4,59.2,3.82,-1.53,100.8
00:01:45,3037.7,88.5,8.7,2543,26.08,14.88,252.0,250.3,253.9,251.4,767.3,763.2,770.5,763.6,69.7,59.9,3.55,-1.62,100.0
00:01:46,3038.1,88.0,8.9,2530,25.96,14.8,252.2,249.6,253.8,250.7,767.4,761.4,773.4,763.9,70.5,60.0,3.79,-1.37,100.0
00:01:47,3054.4,87.4,9.0,2542,26.01,14.85,251.3,249.3,252.9,250.6,768.3,762.0,772.0,763.7,70.0,59.8,3.36,-1.31,99.5
00:01:48,3066.9,87.4,9.0,2537,25.97,14.77,251.2,249.4,253.5,250.7,766.2,760.6,772.3,763.3,69.9,60.3,3.57,0.29,101.2
00:01:49,3092.2,87.8,8.9,2533,26.0,14.71,250.9,249.8,253.3,250.1,765.7,761.8,772.1,765.9,69.9,60.6,3.89,-0.58,101.1
00:01:50,3095.5,87.6,8.7,2535,26.01,14.87,251.1,249.1,253.0,250.5,766.3,761.9,771.9,765.7,70.1,60.5,3.53,-1.45,101.3
00:01:51,3109.4,87.8,8.8,2531,26.03,14.85,251.2,249.1,253.0,249.8,766.8,759.7,773.1,764.6,69.6,60.5,3.45,-1.35,100.5
00:01:52,3121.2,87.7,8.7,2535,25.92,14.77,250.3,248.7,252.5,249.5,768.0,759.0,770.0,764.7,70.4,60.8,3.89,0.13,100.6
00:01:53,3148.0,88.0,9.0,2540,25.86,14.68,250.3,248.7,252.7,249.8,765.0,762.1,771.3,765.2,69.8,61.3,3.72,0.3,100.0
00:01:54,3151.6,88.5,8.8,2541,25.95,14.82,250.5,248.6,251.7,249.3,766.7,761.6,771.5,764.6,70.3,61.3,3.44,-1.2,100.9
00:01:55,3168.9,88.6,8.9,2532,25.9,14.82,250.3,248.3,252.2,249.5,768.4,762.2,771.2,762.6,69.4,61.0,3.79,-1.76,100.1
00:01:56,3191.7,88.4,8.7,2540,25.94,14.78,250.6,248.0,251.8,249.1,765.2,760.1,771.7,763.5,70.5,61.2,3.48,-1.24,101.1
00:01:57,3195.8,88.8,8.7,2527,25.91,14.69,249.6,247.7,251.8,249.0,765.0,761.8,772.7,763.8,70.0,61.3,3.39,-1.98,99.6
00:01:58,3222.9,88.2,8.5,2529,25.83,14.81,250.2,248.3,251.7,249.1,767.7,761.4,771.0,765.0,70.4,62.3,3.74,-1.78,100.6
00:01:59,3232.0,88.5,8.6,2528,25.8,14.72,249.5,247.9,251.8,249.2,764.5,762.1,772.0,764.9,70.0,62.4,3.66,0.31,100.5
00:02:00,3241.5,88.2,8.9,2530,25.93,14.79,249.3,248.1,251.6,248.6,764.3,761.7,772.9,763.4,70.2,62.2,3.69,-1.92,99.6
00:02:01,3254.8,87.9,8.8,2537,25.79,14.64,249.9,247.2,251.5,248.8,767.2,760.9,771.6,764.6,69.8,62.4,3.81,1.91,100.4
00:02:02,3276.3,88.1,8.5,2535,25.88,14.68,249.3,247.0,251.3,248.2,766.2,759.3,769.2,764.7,70.1,62.5,3.78,-0.04,100.1
00:02:03,3285.1,89.0,8.6,2530,25.78,14.75,249.1,247.5,251.3,248.0,766.9,759.1,772.6,762.8,70.3,63.0,3.75,-0.4,100.0
00:02:04,3308.4,87.7,8.1,2526,25.87,14.64,248.8,247.3,250.6,248.1,763.8,758.6,771.8,763.8,70.2,62.7,3.86,1.88,100.0
00:02:05,3316.8,88.8,8.3,2538,25.84,14.75,248.7,246.4,250.3,248.1,767.0,758.7,770.2,761.9,70.4,62.9,3.65,-1.14,100.4
00:02:06,3337.6,88.9,8.6,2537,25.85,14.73,248.6,247.1,250.2,247.7,766.0,758.9,768.8,760.9,70.4,63.1,3.84,-1.98,100.2
00:02:07,3337.4,87.9,8.1,2525,25.71,14.56,248.8,246.6,250.1,247.2,767.0,759.6,769.2,760.8,70.5,63.9,3.39,1.01,99.8
00:02:08,3363.1,87.8,8.4,2537,25.8,14.55,248.4,246.8,249.7,247.2,766.3,760.8,770.7,761.4,70.4,63.8,3.83,0.01,101.6
00:02:09,3370.7,88.3,8.3,2531,25.8,14.71,247.8,245.8,250.2,247.1,765.4,757.7,770.4,761.6,70.3,63.6,3.76,1.63,100.7
00:02:10,3387.4,88.6,8.6,2526,25.76,14.68,247.6,246.4,250.2,247.3,763.8,757.7,770.2,764.1,69.4,64.5,3.51,-0.21,101.6
00:02:11,3398.0,88.5,7.9,2533,25.79,14.67,247.7,245.7,249.9,246.9,765.5,757.2,770.2,760.5,70.3,63.9,3.56,-0.81,101.0
00:02:12,3424.0,87.5,7.9,2534,25.64,14.69,248.2,245.3,249.3,247.3,765.5,760.8,768.3,763.3,70.2,64.6,3.45,-1.79,101.3
00:02:13,3438.1,88.5,8.1,2535,25.63,14.66,247.8,245.5,249.8,247.0,765.3,758.5,770.5,760.4,70.3,64.2,3.73,0.78,100.3
00:02:14,3447.3,88.9,8.2,2529,25.61,14.68,247.8,245.1,249.6,246.1,763.6,760.0,769.7,763.8,70.3,64.2,3.23,1.83,99.9
00:02:15,3461.2,88.1,8.3,2533,25.7,14.63,247.6,245.2,249.2,246.8,765.0,760.1,768.7,760.7,70.4,64.7,3.28,-0.44,101.5
00:02:16,3481.2,88.4,7.8,2528,25.63,14.65,246.9,245.5,248.8,245.8,766.5,759.1,770.7,760.9,70.0,65.4,3.5,1.99,100.0
00:02:17,3491.8,88.0,8.1,2527,25.63,14.56,246.6,245.5,248.5,246.4,766.0,758.9,768.2,759.7,70.0,64.9,3.3,-1.31,100.5
00:02:18,3504.8,87.8,7.9,2532,25.7,14.52,247.3,244.6,249.1,246.4,764.6,759.5,769.6,760.8,70.2,65.1,3.63,0.9,101.6
00:02:19,3508.0,87.7,8.3,2529,25.59,14.55,246.6,244.4,248.4,245.9,762.7,757.7,768.2,760.2,70.0,65.4,3.51,-1.97,101.3
00:02:20,3525.6,87.8,8.3,2522,25.59,14.58,246.4,244.7,248.7,246.0,763.3,759.8,769.5,761.8,70.5,65.5,3.39,0.37,101.3
00:02:21,3541.3,88.7,7.6,2521,25.61,14.54,246.7,244.9,248.4,245.1,765.0,759.7,769.2,759.9,70.2,65.7,3.22,-0.12,100.6
00:02:22,3563.4,88.6,7.8,2529,25.51,14.55,246.1,244.4,248.3,245.7,763.2,759.5,769.1,761.8,69.5,65.4,3.59,-1.39,100.9
00:02:23,3577.6,88.4,8.2,2522,25.51,14.52,246.0,243.9,248.0,245.3,765.8,756.8,769.4,762.9,69.4,66.4,3.38,1.11,100.6
00:02:24,3587.7,88.0,8.1,2532,25.61,14.48,245.7,244.3,248.0,244.9,765.5,757.3,769.7,760.1,69.9,65.7,3.42,-1.96,100.9
00:02:25,3600.1,88.6,7.5,2521,25.47,14.56,246.3,243.4,247.6,244.7,763.2,758.6,770.0,759.1,70.5,65.8,3.21,-0.39,100.0
00:02:26,3623.0,88.1,8.1,2527,25.57,14.44,245.9,244.0,248.1,244.9,764.6,759.0,769.0,760.9,70.6,66.4,3.43,1.12,100.0
00:02:27,3633.6,88.3,7.8,2529,25.6,14.58,245.9,243.2,247.7,244.4,763.0,759.2,767.7,761.8,70.5,66.6,3.32,1.5,101.3
00:02:28,3643.5,88.0,7.8,2521,25.58,14.44,245.8,243.9,247.1,244.0,764.2,758.4,769.1,758.6,69.5,67.1,3.6,0.75,100.6
00:02:29,3656.5,89.0,7.4,2531,25.48,14.39,245.3,243.0,246.8,244.3,762.8,759.3,769.8,761.1,70.0,66.9,3.4,-1.87,101.3
00:02:30,3677.1,88.8,7.7,2524,25.43,14.45,245.2,243.0,247.1,243.8,761.9,758.8,768.2,759.2,70.1,67.3,3.43,1.9,100.5
00:02:31,3680.4,88.7,7.6,2529,25.44,14.48,245.0,242.6,246.7,244.4,761.4,756.5,769.7,761.3,70.5,66.7,3.22,1.02,101.1
00:02:32,3708.8,88.7,7.9,2527,25.51,14.39,244.8,243.0,246.8,244.4,761.3,757.6,768.9,758.5,69.4,67.4,3.14,0.76,100.7
00:02:33,3709.6,88.0,7.5,2523,25.44,14.4,244.6,242.9,246.4,243.5,764.6,755.6,768.2,761.1,70.1,67.8,3.2,1.66,100.9
00:02:34,3730.3,88.1,7.7,2529,25.41,14.35,244.9,242.8,246.9,243.8,764.6,757.9,767.8,760.3,70.3,67.6,3.54,-1.77,100.6
00:02:35,3747.5,87.9,7.6,2522,25.44,14.47,244.1,242.9,246.2,243.8,762.0,755.1,767.7,758.0,70.3,67.4,3.56,1.59,100.9
00:02:36,3760.3,88.3,7.8,2517,25.49,14.46,244.8,242.7,246.3,243.8,763.1,757.6,766.9,760.3,70.2,67.2,3.27,-1.35,99.9
00:02:37,3773.8,88.0,7.8,2527,25.36,14.39,244.3,242.0,245.7,243.1,764.2,757.0,766.0,759.7,70.5,67.5,3.46,1.95,100.9
00:02:38,3786.1,87.8,7.9,2526,25.33,14.48,243.7,242.5,245.6,242.7,763.8,756.9,767.5,760.9,69.6,67.7,3.37,1.22,100.6
00:02:39,3799.3,88.9,7.1,2529,25.44,14.47,244.1,241.9,245.7,242.7,761.2,757.8,767.7,760.4,69.7,67.7,3.29,0.24,100.3
00:02:40,3815.3,87.8,7.1,2527,25.38,14.4,244.1,242.3,246.2,243.1,764.3,754.7,768.6,758.4,70.3,68.3,3.59,-1.27,101.6
00:02:41,3834.3,88.8,7.7,2519,25.3,14.46,243.4,241.3,245.7,242.4,762.4,754.7,769.3,760.0,69.8,68.4,3.51,-0.08,101.6
00:02:42,3850.1,87.9,7.6,2518,25.41,14.34,244.0,241.9,245.5,242.8,761.2,757.8,768.4,759.3,69.9,68.5,3.52,-0.81,100.6
00:02:43,3859.2,88.2,7.7,2524,25.35,14.33,243.0,241.4,245.0,242.0,761.4,754.7,767.7,760.0,70.5,68.5,3.34,-0.39,100.1
00:02:44,3869.5,88.3,7.2,2517,25.37,14.46,243.6,241.0,245.1,242.0,763.9,755.8,768.1,758.8,70.3,68.7,3.06,0.93,101.8
00:02:45,3884.6,88.9,7.3,2522,25.24,14.26,243.3,241.3,245.0,241.8,760.2,756.9,765.3,760.9,69.7,69.0,3.55,-0.59,101.0
